0.00000000000000E+0000;6.31000000000000E+0000
5.00000000000000E-0001;6.38000000000000E+0000
1.00000000000000E+0000;6.44000000000000E+0000
1.50000000000000E+0000;6.52000000000000E+0000
2.00000000000000E+0000;6.60000000000000E+0000
2.50000000000000E+0000;6.68000000000000E+0000
3.00000000000000E+0000;6.80000000000000E+0000
3.50000000000000E+0000;6.94000000000000E+0000
4.00000000000000E+0000;7.12000000000000E+0000
4.50000000000000E+0000;7.39000000000000E+0000
5.05000000000000E+0000;7.68000000000000E+0000
5.50000000000000E+0000;8.13000000000000E+0000
6.00000000000000E+0000;8.45000000000000E+0000
6.50000000000000E+0000;8.66000000000000E+0000
7.00000000000000E+0000;8.81000000000000E+0000
7.50000000000000E+0000;8.93000000000000E+0000
8.00000000000000E+0000;9.02000000000000E+0000
8.50000000000000E+0000;9.10000000000000E+0000
9.00000000000000E+0000;9.14000000000000E+0000
9.50000000000000E+0000;9.23000000000000E+0000
1.00000000000000E+0001;9.27000000000000E+0000
1.05000000000000E+0001;9.33000000000000E+0000
1.10500000000000E+0001;9.38000000000000E+0000
1.15000000000000E+0001;9.42000000000000E+0000
1.20500000000000E+0001;9.46000000000000E+0000
1.25000000000000E+0001;9.49000000000000E+0000
1.30000000000000E+0001;9.53000000000000E+0000
1.35000000000000E+0001;9.56000000000000E+0000
1.40000000000000E+0001;9.60000000000000E+0000
1.45000000000000E+0001;9.63000000000000E+0000
1.50000000000000E+0001;9.67000000000000E+0000
1.55000000000000E+0001;9.70000000000000E+0000
1.60000000000000E+0001;9.73000000000000E+0000
1.65000000000000E+0001;9.77000000000000E+0000
1.70000000000000E+0001;9.80000000000000E+0000
1.75000000000000E+0001;9.83000000000000E+0000
1.80500000000000E+0001;9.87000000000000E+0000
1.85000000000000E+0001;9.90000000000000E+0000
1.90000000000000E+0001;9.94000000000000E+0000
1.95000000000000E+0001;9.97000000000000E+0000
2.00000000000000E+0001;1.00000000000000E+0001
2.05000000000000E+0001;1.00500000000000E+0001
2.10000000000000E+0001;1.00900000000000E+0001
2.15000000000000E+0001;1.01300000000000E+0001
2.20000000000000E+0001;1.01800000000000E+0001
2.30000000000000E+0001;1.02700000000000E+0001
2.35000000000000E+0001;1.03200000000000E+0001
2.40000000000000E+0001;1.03800000000000E+0001
2.45000000000000E+0001;1.04400000000000E+0001
2.50000000000000E+0001;1.05100000000000E+0001
2.55000000000000E+0001;1.05800000000000E+0001
2.60000000000000E+0001;1.06600000000000E+0001
2.65000000000000E+0001;1.07500000000000E+0001
2.70000000000000E+0001;1.08800000000000E+0001
2.75000000000000E+0001;1.10000000000000E+0001
2.80000000000000E+0001;1.11700000000000E+0001
2.85500000000000E+0001;1.13700000000000E+0001
2.90000000000000E+0001;1.15200000000000E+0001
2.95000000000000E+0001;1.16500000000000E+0001
3.00000000000000E+0001;1.17600000000000E+0001
3.05000000000000E+0001;1.18500000000000E+0001
3.10000000000000E+0001;1.19200000000000E+0001
3.15000000000000E+0001;1.19800000000000E+0001
3.20000000000000E+0001;1.20300000000000E+0001
3.25000000000000E+0001;1.20800000000000E+0001
3.30000000000000E+0001;1.21200000000000E+0001
3.35000000000000E+0001;1.21500000000000E+0001
3.40000000000000E+0001;1.21800000000000E+0001
3.45000000000000E+0001;1.22200000000000E+0001
3.50000000000000E+0001;1.22500000000000E+0001
3.55000000000000E+0001;1.22700000000000E+0001
3.60000000000000E+0001;1.22900000000000E+0001
3.65000000000000E+0001;1.23100000000000E+0001
3.70000000000000E+0001;1.23300000000000E+0001
3.75000000000000E+0001;1.23500000000000E+0001
3.80000000000000E+0001;1.23600000000000E+0001
3.85000000000000E+0001;1.23800000000000E+0001
3.90000000000000E+0001;1.24000000000000E+0001
3.95000000000000E+0001;1.24100000000000E+0001
4.00000000000000E+0001;1.24300000000000E+0001
 
